,0
237,7.0
238,6.0
239,7.0
240,6.0
241,7.0
242,6.0
243,6.0
244,6.0
245,6.0
246,6.0
247,4.0
248,7.0
249,6.0
250,7.0
251,5.0
252,7.0
253,5.0
254,5.0
255,7.0
256,4.0
257,6.0
258,6.0
259,6.0
260,7.0
261,5.0
262,6.0
263,5.0
264,7.0
265,5.0
266,6.0
267,7.0
268,6.0
269,5.0
270,6.0
271,5.0
272,7.0
273,6.0
274,6.0
275,6.0
276,5.0
277,6.0
278,6.0
279,8.0
280,5.0
281,5.0
282,6.0
283,4.0
284,5.0
285,6.0
286,6.0
287,6.0
288,5.0
289,6.0
290,7.0
291,5.0
292,6.0
293,5.0
294,7.0
295,6.0
296,5.0
297,5.0
298,6.0
299,6.0
300,7.0
301,7.0
302,6.0
303,6.0
304,5.0
305,5.0
306,6.0
307,5.0
308,6.0
309,6.0
310,5.0
311,5.0
312,6.0
313,6.0
314,6.0
315,6.0
316,5.0
317,6.0
318,6.0
319,6.0
320,5.0
321,6.0
322,6.0
323,4.0
324,6.0
325,6.0
326,5.0
327,5.0
328,6.0
329,6.0
330,7.0
331,8.0
332,5.0
333,6.0
334,7.0
335,7.0
336,5.0
337,5.0
338,7.0
339,5.0
340,7.0
341,6.0
342,6.0
343,6.0
344,5.0
345,5.0
346,6.0
347,6.0
348,5.0
349,7.0
350,6.0
351,7.0
352,5.0
353,5.0
354,6.0
355,5.0
356,6.0
357,6.0
358,6.0
359,6.0
360,7.0
361,5.0
362,5.0
363,6.0
364,5.0
365,5.0
366,7.0
367,6.0
368,5.0
369,6.0
370,5.0
371,7.0
372,6.0
373,6.0
374,5.0
375,5.0
376,5.0
377,6.0
378,6.0
379,8.0
380,7.0
381,6.0
382,5.0
383,6.0
384,5.0
385,8.0
386,6.0
387,6.0
388,7.0
389,5.0
390,5.0
391,4.0
392,6.0
393,5.0
394,6.0
395,7.0
396,6.0
397,4.0
398,7.0
399,5.0
400,7.0
401,7.0
402,7.0
403,5.0
404,5.0
405,6.0
406,5.0
407,6.0
408,5.0
409,6.0
410,7.0
411,6.0
412,6.0
413,5.0
414,7.0
415,6.0
416,6.0
417,5.0
418,8.0
419,5.0
420,5.0
421,7.0
422,5.0
423,6.0
424,5.0
425,5.0
426,6.0
427,4.0
428,5.0
429,7.0
430,6.0
431,6.0
432,6.0
433,6.0
434,5.0
435,7.0
436,5.0
437,5.0
438,6.0
439,7.0
440,7.0
441,5.0
442,5.0
443,7.0
444,7.0
445,5.0
446,6.0
447,5.0
448,6.0
449,6.0
450,4.0
451,6.0
452,6.0
453,7.0
454,5.0
455,5.0
456,8.0
457,7.0
458,6.0
459,5.0
460,5.0
461,6.0
462,8.0
463,4.0
464,7.0
465,7.0
466,5.0
467,5.0
468,6.0
469,5.0
470,5.0
471,6.0
472,6.0
473,6.0
474,7.0
475,6.0
476,5.0
477,5.0
478,5.0
479,6.0
480,6.0
481,6.0
482,6.0
483,5.0
484,7.0
485,7.0
486,5.0
487,7.0
488,5.0
489,5.0
490,6.0
491,5.0
492,6.0
493,6.0
494,5.0
495,7.0
496,5.0
497,5.0
498,5.0
499,5.0
500,6.0
501,6.0
502,6.0
503,5.0
504,5.0
505,6.0
506,6.0
507,7.0
508,7.0
509,5.0
510,6.0
511,7.0
512,5.0
513,5.0
514,6.0
515,7.0
516,5.0
517,6.0
518,6.0
519,5.0
520,6.0
521,5.0
522,6.0
523,5.0
524,6.0
525,5.0
526,6.0
527,7.0
528,6.0
529,5.0
530,7.0
531,5.0
532,6.0
533,7.0
534,6.0
535,5.0
536,6.0
537,5.0
538,7.0
539,5.0
540,6.0
541,8.0
542,6.0
543,5.0
544,5.0
545,6.0
546,3.0
547,7.0
548,6.0
549,7.0
550,6.0
551,6.0
552,6.0
553,6.0
554,4.0
555,8.0
556,6.0
557,6.0
558,6.0
559,5.0
560,6.0
561,5.0
562,5.0
563,6.0
564,6.0
565,6.0
566,6.0
567,7.0
568,6.0
569,6.0
570,6.0
571,7.0
572,6.0
573,5.0
574,6.0
575,6.0
576,7.0
577,6.0
578,6.0
579,5.0
580,6.0
581,5.0
582,7.0
583,5.0
584,6.0
585,6.0
586,5.0
587,6.0
588,7.0
589,6.0
590,5.0
591,5.0
592,6.0
593,6.0
594,5.0
595,6.0
596,6.0
597,8.0
598,5.0
599,5.0
600,4.0
601,6.0
602,5.0
603,6.0
604,6.0
605,6.0
606,6.0
607,5.0
608,7.0
609,6.0
610,6.0
611,5.0
612,5.0
613,8.0
614,5.0
615,5.0
616,6.0
617,6.0
618,8.0
619,6.0
620,8.0
621,5.0
622,5.0
623,3.0
624,5.0
625,6.0
626,5.0
627,7.0
628,5.0
629,6.0
630,7.0
631,6.0
632,5.0
633,6.0
634,6.0
635,5.0
636,6.0
637,5.0
638,5.0
639,6.0
640,5.0
641,7.0
642,6.0
643,6.0
644,5.0
645,6.0
646,6.0
647,7.0
648,6.0
649,5.0
650,7.0
651,6.0
652,7.0
653,6.0
654,5.0
655,5.0
656,5.0
657,7.0
658,6.0
659,6.0
660,6.0
661,5.0
662,5.0
663,6.0
664,6.0
665,6.0
666,7.0
667,6.0
668,5.0
669,5.0
670,8.0
671,6.0
672,6.0
673,5.0
674,6.0
675,6.0
676,6.0
677,8.0
678,7.0
679,7.0
680,5.0
681,6.0
682,5.0
683,6.0
684,6.0
685,6.0
686,5.0
687,3.0
688,4.0
689,5.0
690,6.0
691,4.0
692,5.0
693,4.0
694,5.0
695,6.0
696,6.0
697,5.0
698,5.0
699,7.0
700,5.0
701,6.0
702,5.0
703,6.0
704,7.0
705,5.0
706,6.0
707,6.0
708,6.0
709,6.0
710,7.0
711,6.0
712,6.0
713,6.0
714,8.0
715,5.0
716,6.0
717,6.0
718,6.0
719,8.0
720,8.0
721,5.0
722,5.0
723,6.0
724,6.0
725,5.0
726,5.0
727,6.0
728,6.0
729,5.0
730,6.0
731,5.0
732,5.0
733,6.0
734,7.0
735,5.0
736,5.0
737,6.0
738,5.0
739,5.0
740,6.0
741,8.0
742,5.0
743,6.0
744,5.0
745,7.0
746,6.0
747,5.0
748,6.0
749,5.0
750,6.0
751,6.0
752,6.0
753,6.0
754,5.0
755,5.0
756,5.0
757,5.0
758,5.0
759,5.0
760,6.0
761,6.0
762,5.0
763,5.0
764,5.0
765,7.0
766,5.0
767,5.0
768,6.0
769,6.0
770,6.0
771,7.0
772,5.0
773,6.0
774,5.0
775,7.0
776,5.0
777,6.0
778,5.0
779,5.0
780,5.0
781,7.0
782,8.0
783,7.0
784,6.0
785,7.0
786,7.0
787,8.0
788,6.0
789,5.0
790,5.0
791,6.0
792,6.0
793,6.0
794,4.0
795,5.0
796,6.0
797,5.0
798,6.0
799,7.0
800,5.0
801,5.0
802,7.0
803,6.0
804,6.0
805,6.0
806,4.0
807,6.0
808,6.0
809,6.0
810,6.0
811,6.0
812,6.0
813,6.0
814,8.0
815,7.0
816,7.0
817,5.0
818,5.0
819,6.0
820,5.0
821,5.0
822,6.0
823,8.0
824,6.0
825,5.0
826,6.0
827,8.0
828,8.0
829,6.0
830,6.0
831,6.0
832,5.0
833,6.0
834,5.0
835,5.0
836,5.0
837,5.0
838,6.0
839,6.0
840,6.0
841,7.0
842,7.0
843,3.0
844,5.0
845,6.0
846,5.0
847,7.0
848,3.0
849,5.0
850,5.0
851,5.0
852,5.0
853,6.0
854,6.0
855,6.0
856,6.0
857,6.0
858,7.0
859,6.0
860,6.0
861,5.0
862,6.0
863,5.0
864,6.0
865,6.0
866,5.0
867,6.0
868,5.0
869,6.0
870,6.0
871,6.0
872,5.0
873,5.0
874,6.0
875,6.0
876,6.0
877,6.0
878,7.0
879,5.0
880,4.0
881,6.0
882,6.0
883,6.0
884,6.0
885,5.0
886,6.0
887,5.0
888,6.0
889,6.0
890,6.0
891,7.0
892,5.0
893,6.0
894,6.0
895,7.0
896,6.0
897,5.0
898,5.0
899,5.0
900,5.0
901,6.0
902,5.0
903,5.0
904,7.0
905,5.0
906,5.0
907,5.0
908,6.0
909,5.0
910,5.0
911,6.0
912,6.0
913,5.0
914,6.0
915,7.0
916,6.0
917,6.0
918,6.0
919,5.0
920,6.0
921,5.0
922,6.0
923,7.0
924,6.0
925,7.0
926,5.0
927,5.0
928,6.0
929,7.0
930,6.0
931,5.0
932,6.0
933,7.0
934,6.0
935,6.0
936,7.0
937,6.0
938,6.0
939,6.0
940,5.0
941,5.0
942,6.0
943,6.0
944,6.0
945,5.0
946,6.0
947,6.0
948,5.0
949,5.0
950,7.0
951,7.0
952,6.0
953,7.0
954,5.0
955,5.0
956,6.0
957,6.0
958,6.0
959,5.0
960,6.0
961,6.0
962,6.0
963,7.0
964,5.0
965,6.0
966,6.0
967,7.0
968,6.0
969,7.0
970,6.0
971,5.0
972,6.0
973,7.0
974,4.0
975,6.0
976,5.0
977,6.0
978,5.0
979,5.0
980,6.0
981,7.0
982,5.0
983,5.0
984,6.0
985,6.0
986,5.0
987,4.0
988,7.0
989,5.0
990,4.0
991,6.0
992,6.0
993,5.0
994,6.0
995,6.0
996,7.0
997,6.0
998,5.0
999,6.0
1000,7.0
1001,7.0
1002,5.0
1003,5.0
1004,6.0
1005,7.0
1006,5.0
1007,5.0
1008,6.0
1009,7.0
1010,6.0
1011,5.0
1012,6.0
1013,5.0
1014,5.0
1015,6.0
1016,7.0
1017,6.0
1018,5.0
1019,5.0
1020,7.0
1021,6.0
1022,7.0
1023,3.0
1024,5.0
1025,6.0
1026,5.0
1027,6.0
1028,5.0
1029,6.0
1030,6.0
1031,6.0
1032,7.0
1033,7.0
1034,6.0
1035,6.0
1036,6.0
1037,5.0
1038,6.0
1039,6.0
1040,6.0
1041,6.0
1042,6.0
1043,5.0
1044,7.0
1045,8.0
1046,6.0
1047,6.0
1048,5.0
1049,6.0
1050,5.0
1051,6.0
1052,5.0
1053,6.0
1054,6.0
1055,6.0
1056,5.0
1057,6.0
1058,6.0
1059,4.0
1060,6.0
1061,7.0
1062,4.0
1063,5.0
1064,5.0
1065,7.0
1066,5.0
1067,6.0
1068,6.0
1069,7.0
1070,6.0
1071,5.0
1072,6.0
1073,7.0
1074,7.0
1075,5.0
1076,7.0
1077,6.0
1078,5.0
1079,4.0
1080,5.0
1081,5.0
1082,5.0
1083,5.0
1084,6.0
1085,6.0
1086,5.0
1087,5.0
1088,5.0
1089,6.0
1090,7.0
1091,5.0
1092,5.0
1093,6.0
1094,6.0
1095,6.0
1096,5.0
1097,6.0
1098,5.0
1099,6.0
1100,6.0
1101,6.0
1102,5.0
1103,6.0
1104,5.0
1105,6.0
1106,5.0
1107,6.0
1108,5.0
1109,8.0
1110,5.0
1111,7.0
1112,5.0
1113,6.0
1114,4.0
1115,5.0
1116,7.0
1117,5.0
1118,6.0
1119,6.0
1120,5.0
1121,5.0
1122,7.0
1123,5.0
1124,5.0
1125,5.0
1126,7.0
1127,6.0
1128,7.0
1129,6.0
1130,5.0
1131,5.0
1132,5.0
1133,5.0
1134,6.0
1135,5.0
1136,5.0
1137,5.0
1138,6.0
1139,7.0
1140,6.0
1141,6.0
1142,5.0
1143,6.0
1144,5.0
1145,6.0
1146,6.0
1147,6.0
1148,6.0
1149,5.0
1150,6.0
1151,5.0
1152,6.0
1153,7.0
1154,4.0
1155,5.0
1156,5.0
1157,7.0
1158,6.0
1159,6.0
1160,6.0
1161,6.0
1162,6.0
1163,6.0
1164,7.0
1165,5.0
1166,6.0
1167,5.0
1168,6.0
1169,6.0
1170,6.0
1171,6.0
1172,5.0
1173,6.0
1174,6.0
1175,5.0
1176,7.0
1177,7.0
1178,6.0
1179,6.0
1180,5.0
1181,6.0
1182,6.0
1183,7.0
1184,5.0
1185,6.0
1186,5.0
1187,7.0
1188,8.0
1189,6.0
1190,6.0
1191,7.0
1192,6.0
1193,7.0
1194,5.0
1195,5.0
1196,6.0
1197,6.0
1198,6.0
1199,7.0
1200,6.0
1201,5.0
1202,7.0
1203,5.0
1204,5.0
1205,6.0
1206,5.0
1207,7.0
1208,4.0
1209,5.0
1210,5.0
1211,5.0
1212,6.0
1213,5.0
1214,5.0
1215,5.0
1216,5.0
1217,6.0
1218,6.0
1219,6.0
1220,6.0
1221,7.0
1222,4.0
1223,5.0
1224,6.0
1225,5.0
1226,6.0
1227,6.0
1228,5.0
1229,4.0
1230,5.0
1231,5.0
1232,5.0
1233,5.0
1234,6.0
1235,5.0
1236,5.0
1237,5.0
1238,5.0
1239,5.0
1240,7.0
1241,5.0
1242,7.0
1243,5.0
1244,5.0
1245,6.0
1246,6.0
1247,4.0
1248,6.0
1249,7.0
1250,6.0
1251,6.0
1252,6.0
1253,7.0
1254,7.0
1255,5.0
1256,7.0
1257,4.0
1258,6.0
1259,5.0
1260,6.0
1261,6.0
1262,8.0
1263,5.0
1264,6.0
1265,6.0
1266,5.0
1267,6.0
1268,5.0
1269,7.0
1270,6.0
1271,5.0
1272,6.0
1273,5.0
1274,6.0
1275,4.0
1276,4.0
1277,5.0
1278,6.0
1279,7.0
1280,7.0
1281,6.0
1282,6.0
1283,7.0
1284,6.0
1285,7.0
1286,6.0
1287,6.0
1288,8.0
1289,4.0
1290,6.0
1291,5.0
1292,6.0
1293,5.0
1294,6.0
1295,5.0
1296,6.0
1297,6.0
1298,5.0
1299,5.0
1300,6.0
1301,7.0
1302,7.0
1303,5.0
1304,6.0
1305,5.0
1306,5.0
1307,6.0
1308,6.0
1309,6.0
1310,5.0
1311,5.0
1312,7.0
1313,7.0
1314,8.0
1315,5.0
1316,6.0
1317,6.0
1318,6.0
1319,5.0
1320,7.0
1321,5.0
1322,7.0
1323,6.0
1324,6.0
1325,5.0
1326,5.0
1327,6.0
1328,5.0
1329,6.0
1330,7.0
1331,6.0
1332,7.0
1333,7.0
1334,5.0
1335,6.0
1336,6.0
1337,5.0
1338,5.0
1339,5.0
1340,5.0
1341,6.0
1342,6.0
1343,5.0
1344,7.0
1345,5.0
1346,7.0
1347,6.0
1348,7.0
1349,6.0
1350,5.0
1351,6.0
1352,7.0
1353,8.0
1354,6.0
1355,5.0
1356,6.0
1357,6.0
1358,4.0
1359,6.0
1360,5.0
1361,5.0
1362,5.0
1363,6.0
1364,6.0
1365,7.0
1366,6.0
1367,4.0
1368,8.0
1369,7.0
1370,5.0
1371,5.0
1372,5.0
1373,6.0
1374,5.0
1375,5.0
1376,5.0
1377,5.0
1378,5.0
1379,5.0
1380,6.0
1381,6.0
1382,7.0
1383,5.0
1384,5.0
1385,6.0
1386,6.0
1387,5.0
1388,5.0
1389,7.0
1390,5.0
1391,5.0
1392,6.0
1393,7.0
1394,9.0
1395,6.0
1396,6.0
1397,6.0
1398,6.0
1399,4.0
1400,6.0
1401,5.0
1402,6.0
1403,6.0
1404,6.0
1405,5.0
1406,5.0
1407,6.0
1408,7.0
1409,6.0
1410,6.0
1411,6.0
1412,6.0
1413,6.0
1414,6.0
1415,6.0
1416,6.0
1417,5.0
1418,7.0
1419,7.0
1420,6.0
1421,5.0
1422,6.0
1423,5.0
1424,6.0
1425,6.0
1426,6.0
1427,7.0
1428,6.0
1429,6.0
1430,7.0
1431,6.0
1432,6.0
1433,5.0
1434,6.0
1435,6.0
1436,6.0
1437,7.0
1438,6.0
1439,6.0
1440,5.0
1441,7.0
1442,7.0
1443,6.0
1444,6.0
1445,7.0
1446,7.0
1447,8.0
1448,6.0
1449,6.0
1450,7.0
1451,4.0
1452,7.0
1453,5.0
1454,6.0
1455,8.0
1456,5.0
1457,6.0
1458,5.0
1459,6.0
1460,5.0
1461,5.0
1462,6.0
1463,6.0
1464,6.0
1465,6.0
1466,6.0
1467,6.0
1468,5.0
1469,6.0
1470,6.0
1471,7.0
1472,5.0
1473,5.0
1474,6.0
1475,7.0
1476,7.0
1477,7.0
1478,6.0
1479,5.0
1480,6.0
1481,5.0
1482,7.0
1483,6.0
1484,4.0
1485,5.0
1486,6.0
1487,6.0
1488,7.0
1489,6.0
1490,7.0
1491,7.0
1492,6.0
1493,7.0
1494,6.0
1495,6.0
1496,6.0
1497,6.0
1498,5.0
1499,6.0
1500,6.0
1501,5.0
1502,5.0
1503,5.0
1504,4.0
1505,5.0
1506,8.0
1507,5.0
1508,7.0
1509,6.0
1510,5.0
1511,6.0
1512,6.0
1513,6.0
1514,5.0
1515,4.0
1516,6.0
1517,6.0
1518,5.0
1519,6.0
1520,6.0
1521,5.0
1522,5.0
1523,6.0
1524,7.0
1525,6.0
1526,5.0
1527,5.0
1528,7.0
1529,6.0
1530,5.0
1531,6.0
1532,6.0
1533,5.0
1534,5.0
1535,6.0
1536,5.0
1537,8.0
1538,5.0
1539,6.0
1540,7.0
1541,6.0
1542,5.0
1543,3.0
1544,7.0
1545,6.0
1546,8.0
1547,6.0
1548,5.0
1549,5.0
1550,6.0
1551,7.0
1552,6.0
1553,7.0
1554,4.0
1555,5.0
1556,6.0
1557,7.0
1558,6.0
1559,6.0
1560,6.0
1561,6.0
1562,5.0
1563,4.0
1564,7.0
1565,5.0
1566,7.0
1567,6.0
1568,6.0
1569,5.0
1570,6.0
1571,6.0
1572,6.0
1573,8.0
1574,6.0
1575,6.0
1576,7.0
1577,6.0
1578,5.0
1579,5.0
1580,6.0
1581,6.0
1582,5.0
1583,4.0
1584,6.0
1585,6.0
1586,7.0
1587,5.0
1588,6.0
1589,6.0
1590,6.0
1591,7.0
1592,7.0
1593,5.0
1594,8.0
1595,7.0
1596,5.0
1597,7.0
1598,7.0
1599,5.0
1600,6.0
1601,6.0
1602,5.0
1603,6.0
1604,5.0
1605,6.0
1606,6.0
1607,7.0
1608,7.0
1609,7.0
1610,5.0
1611,6.0
1612,5.0
1613,6.0
1614,6.0
1615,6.0
1616,6.0
1617,5.0
1618,6.0
1619,6.0
1620,7.0
1621,5.0
1622,6.0
1623,6.0
1624,7.0
1625,8.0
1626,5.0
1627,7.0
1628,6.0
1629,5.0
1630,6.0
1631,6.0
1632,5.0
1633,5.0
1634,6.0
1635,6.0
1636,6.0
1637,5.0
1638,5.0
1639,7.0
1640,7.0
1641,5.0
1642,6.0
1643,5.0
1644,5.0
1645,6.0
1646,5.0
1647,5.0
1648,5.0
1649,5.0
1650,5.0
1651,6.0
1652,5.0
1653,6.0
1654,6.0
1655,6.0
1656,6.0
1657,5.0
1658,5.0
1659,7.0
1660,5.0
1661,5.0
1662,6.0
1663,4.0
1664,5.0
1665,6.0
1666,7.0
1667,5.0
1668,8.0
1669,5.0
1670,7.0
1671,6.0
1672,5.0
1673,6.0
1674,6.0
1675,6.0
1676,6.0
1677,5.0
1678,7.0
1679,7.0
1680,6.0
1681,6.0
1682,6.0
1683,8.0
1684,6.0
1685,6.0
1686,5.0
1687,7.0
1688,5.0
1689,6.0
1690,5.0
1691,6.0
1692,6.0
1693,6.0
1694,6.0
1695,6.0
1696,6.0
1697,6.0
1698,7.0
1699,6.0
1700,5.0
1701,7.0
1702,6.0
1703,4.0
1704,7.0
1705,5.0
1706,6.0
1707,7.0
1708,5.0
1709,6.0
1710,8.0
1711,5.0
1712,5.0
1713,6.0
1714,5.0
1715,7.0
1716,6.0
1717,5.0
1718,6.0
1719,5.0
1720,6.0
1721,6.0
1722,6.0
1723,6.0
1724,6.0
1725,6.0
1726,5.0
1727,6.0
1728,6.0
1729,6.0
1730,6.0
1731,7.0
1732,5.0
1733,6.0
1734,6.0
1735,7.0
1736,6.0
1737,6.0
1738,5.0
1739,5.0
1740,7.0
1741,6.0
1742,7.0
1743,4.0
1744,5.0
1745,6.0
1746,5.0
1747,6.0
1748,5.0
1749,6.0
1750,5.0
1751,5.0
1752,5.0
1753,5.0
1754,5.0
1755,7.0
1756,5.0
1757,5.0
1758,7.0
1759,6.0
1760,5.0
1761,6.0
1762,8.0
1763,5.0
1764,6.0
1765,5.0
1766,6.0
1767,6.0
1768,7.0
1769,6.0
1770,5.0
1771,3.0
1772,6.0
1773,5.0
1774,5.0
1775,5.0
1776,5.0
1777,6.0
1778,7.0
1779,5.0
1780,4.0
1781,7.0
1782,5.0
1783,5.0
1784,8.0
1785,6.0
1786,5.0
1787,6.0
1788,6.0
1789,4.0
1790,5.0
1791,6.0
1792,8.0
1793,4.0
1794,5.0
1795,6.0
1796,4.0
1797,5.0
1798,7.0
1799,6.0
1800,4.0
1801,6.0
1802,6.0
1803,6.0
1804,6.0
1805,7.0
1806,6.0
1807,6.0
1808,6.0
1809,7.0
1810,5.0
1811,8.0
1812,7.0
1813,7.0
1814,5.0
1815,5.0
1816,6.0
1817,5.0
1818,5.0
1819,6.0
1820,6.0
1821,5.0
1822,6.0
1823,6.0
1824,5.0
1825,5.0
1826,6.0
1827,5.0
1828,5.0
1829,5.0
1830,6.0
1831,5.0
1832,5.0
1833,6.0
1834,6.0
1835,6.0
1836,6.0
1837,5.0
1838,7.0
1839,5.0
1840,5.0
1841,6.0
1842,5.0
1843,8.0
1844,7.0
1845,6.0
1846,5.0
1847,7.0
1848,5.0
1849,7.0
1850,6.0
1851,4.0
1852,7.0
1853,6.0
1854,5.0
1855,5.0
1856,5.0
1857,5.0
1858,6.0
1859,3.0
1860,6.0
1861,8.0
1862,7.0
1863,6.0
1864,6.0
1865,6.0
1866,6.0
1867,7.0
1868,8.0
1869,6.0
1870,5.0
1871,6.0
1872,7.0
1873,5.0
1874,6.0
1875,5.0
1876,7.0
1877,6.0
1878,6.0
1879,5.0
1880,5.0
1881,7.0
1882,6.0
1883,5.0
1884,6.0
1885,5.0
1886,6.0
1887,5.0
1888,6.0
1889,6.0
1890,4.0
1891,6.0
1892,5.0
1893,5.0
1894,5.0
1895,5.0
1896,5.0
1897,5.0
1898,5.0
1899,6.0
1900,6.0
1901,5.0
1902,6.0
1903,4.0
1904,5.0
1905,4.0
1906,5.0
1907,6.0
1908,5.0
1909,6.0
1910,6.0
1911,5.0
1912,7.0
1913,6.0
1914,6.0
1915,6.0
1916,5.0
1917,6.0
1918,5.0
1919,6.0
1920,6.0
1921,5.0
1922,6.0
1923,8.0
1924,6.0
1925,7.0
1926,7.0
1927,5.0
1928,6.0
1929,5.0
1930,7.0
1931,7.0
1932,6.0
1933,6.0
1934,7.0
1935,8.0
1936,5.0
1937,6.0
1938,6.0
1939,6.0
1940,6.0
1941,6.0
1942,5.0
1943,5.0
1944,7.0
1945,6.0
1946,4.0
1947,7.0
1948,6.0
1949,7.0
1950,6.0
1951,4.0
1952,5.0
1953,5.0
1954,4.0
1955,7.0
1956,6.0
1957,5.0
1958,4.0
1959,6.0
1960,6.0
1961,5.0
1962,5.0
1963,6.0
1964,6.0
1965,5.0
1966,5.0
1967,6.0
1968,6.0
1969,6.0
1970,5.0
1971,6.0
1972,6.0
1973,4.0
1974,6.0
1975,8.0
1976,5.0
1977,5.0
1978,6.0
1979,6.0
1980,6.0
1981,6.0
1982,5.0
1983,6.0
1984,5.0
1985,5.0
1986,5.0
1987,5.0
1988,4.0
1989,7.0
1990,6.0
1991,5.0
1992,7.0
1993,7.0
1994,6.0
1995,5.0
1996,5.0
1997,7.0
1998,6.0
1999,5.0
2000,6.0
2001,6.0
2002,5.0
2003,5.0
2004,7.0
2005,5.0
2006,5.0
2007,5.0
2008,6.0
2009,5.0
2010,6.0
2011,4.0
2012,4.0
2013,5.0
2014,5.0
2015,6.0
2016,6.0
2017,5.0
2018,6.0
2019,6.0
2020,6.0
2021,4.0
2022,7.0
2023,5.0
2024,6.0
2025,6.0
2026,6.0
2027,4.0
2028,6.0
2029,6.0
2030,5.0
2031,7.0
2032,6.0
2033,6.0
2034,6.0
2035,5.0
2036,7.0
2037,6.0
2038,7.0
2039,5.0
2040,6.0
2041,5.0
2042,6.0
2043,5.0
2044,6.0
2045,6.0
2046,5.0
2047,7.0
2048,5.0
2049,6.0
2050,5.0
2051,6.0
2052,6.0
2053,6.0
2054,5.0
2055,6.0
2056,6.0
2057,5.0
2058,5.0
2059,6.0
2060,7.0
2061,6.0
2062,6.0
2063,6.0
2064,6.0
2065,6.0
2066,5.0
2067,6.0
2068,7.0
2069,5.0
2070,6.0
2071,6.0
2072,6.0
2073,6.0
2074,6.0
2075,5.0
2076,6.0
2077,6.0
2078,6.0
2079,5.0
2080,6.0
2081,5.0
2082,6.0
2083,5.0
2084,5.0
2085,7.0
2086,6.0
2087,5.0
2088,7.0
2089,6.0
2090,5.0
2091,6.0
2092,5.0
2093,5.0
2094,6.0
2095,6.0
2096,6.0
2097,6.0
2098,8.0
2099,5.0
2100,5.0
2101,5.0
2102,6.0
2103,7.0
2104,5.0
2105,6.0
2106,6.0
2107,6.0
2108,5.0
2109,5.0
2110,5.0
2111,6.0
2112,5.0
2113,7.0
2114,6.0
2115,5.0
2116,5.0
2117,6.0
2118,6.0
2119,5.0
2120,6.0
2121,6.0
2122,5.0
2123,7.0
2124,6.0
2125,7.0
2126,6.0
2127,6.0
2128,5.0
2129,6.0
2130,4.0
2131,7.0
2132,7.0
2133,7.0
2134,6.0
2135,5.0
2136,6.0
2137,5.0
2138,6.0
2139,5.0
2140,6.0
2141,6.0
